,0,1,2
KCRX,3.50,2.73,200
C71,1000,1000,200
66Y,1000,1000,200
M37,1000,1000,200
06M,1000,1000,200
2M4,1000,1000,200
KGLH,4.88,4.89,200
KGWO,4.90,3.90,200
KGNF,4.40,3.90,200
KGPT,6.29,5.89,200
KPIB,4.50,3.70,200
H75,1000,1000,200
MS9,4.25,3.50,200
14M,1000,1000,200
M41,3.25,2.85,200
M44,1000,1000,200
KIDL,1000,1000,200
15M,1000,1000,200
KHKS,5.49,4.79,200
KOSX,1000,1000,200
KLUL,4.05,3.55,200
19M,1000,1000,200
KLMS,3.79,1000,200
4R1,1000,1000,200
20M,1000,1000,200
KMBO,3.70,3.45,200
KMMS,1000,1000,200
KMCB,3.70,3.40,200
KMEI,4.00,3.25,200
KHEZ,3.46,3.76,200
M72,1000,1000,200
M23,1000,1000,200
5R2,1000,1000,200
5A4,1000,1000,200
KOLV,2.99,3.40,200
KPQL,4.55,4.93,200
KMPE,4.85,3.80,200
KMJD,4.45,1000,200
04M,1000,1000,200
22M,1000,1000,200
M13,1000,1000,200
M43,1000,1000,200
23M,1000,1000,200
M59,1000,1000,200
25M,3.25,2.00,200
KSTF,3.75,3.30,200
M51,1000,1000,200
KUTA,3.79,3.65,200
30M,1000,1000,200
KTUP,3.85,4.10,200
T36,1000,1000,200
33M,1000,1000,200
2R0,1000,1000,200
M83,3.89,3.39,200
M24,1000,1000,200
5A6,1000,1000,200
87I,1000,1000,200
K19,1000,1000,200
2H2,1000,1000,200
KAOV,1000,1000,200
75K,1000,1000,200
H57,1000,1000,200
M17,1000,1000,200
1BT,1000,1000,200
KVER,3.40,3.50,200
H19,1000,1000,200
KBBG,4.49,4.29,200
KPLK,4.49,4.29,200
MO8,3.59,3.05,200
H17,1000,1000,200
KBUM,1000,1000,200
KTVB,1000,1000,200
KOZS,3.75,3.55,200
KEZZ,1000,1000,200
34M,1000,1000,200
KCGI,3.26,2.98,200
M05,1000,1000,200
94K,1000,1000,200
KCHQ,1000,1000,200
KCHT,1000,1000,200
KGLY,3.70,2.65,200
KCOU,5.18,2.82,200
KUBX,1000,1000,200
0C1,1000,1000,200
KDXE,3.95,3.00,200
87K,1000,1000,200
H79,3.70,3.42,200
3EX,1000,1000,200
KFAM,1000,2.75,200
KFES,1000,1000,200
KTBN,1000,2.89,200
H88,1000,1000,200
KFTT,1000,1000,200
H27,1000,1000,200
3GV,1000,1000,200
KHAE,4.00,3.75,200
KLRY,1000,1000,200
M28,1000,1000,200
63M,1000,1000,200
KHIG,1000,1000,200
37M,1000,1000,200
KJEF,3.95,3.34,200
KJLN,4.90,4.40,200
0H7,1000,1000,200
KAIZ,4.15,3.65,200
KMKC,4.50,3.55,200
KMCI,6.10,6.59,200
KTKX,2.72,3.50,200
KIRK,4.09,2.99,200
KLLU,4.25,3.75,200
KLXT,1000,1000,200
4K3,1000,1000,200
0N0,1000,1000,200
0R2,1000,1000,200
1H3,1000,1000,200
K89,1000,1000,200
KMAW,1000,3.90,200
03B,1000,1000,200
KMHL,4.00,3.25,200
78Y,1000,1000,200
03D,1000,1000,200
KMYJ,1000,1000,200
MO9,3.99,1000,200
KMBY,3.59,2.85,200
KHFJ,3.98,2.56,200
K52,1000,1000,200
KGPH,2.99,3.49,200
M71,1000,1000,200
2MO,1000,1000,200
1MO,1000,1000,200
KMNF,1000,1000,200
KEOS,2.92,3.50,200
KNVD,3.50,3.00,200
KEIW,1000,1000,200
K15,4.15,3.65,200
KPYN,1000,1000,200
KPOF,3.50,3.50,200
8WC,1000,1000,200
MO1,1000,1000,200
K07,1000,1000,200
KVIH,4.45,3.00,200
K33,1000,1000,200
KDMO,4.19,3.55,200
6K2,1000,1000,200
KSIK,4.65,3.50,200
KSGF,3.88,3.81,200
3DW,1000,1000,200
MO2,1000,1000,200
KSET,1000,1000,200
KSTJ,4.99,4.68,200
KSUS,3.65,3.59,200
1H0,1000,1000,200
M12,1000,1000,200
MO3,1000,1000,200
KUUV,3.80,3.00,200
K57,1000,1000,200
42M,1000,1000,200
KTRX,1000,1000,200
K43,1000,1000,200
MO5,1000,1000,200
KRCM,3.82,3.24,200
KRAW,1000,1000,200
KFYG,4.75,4.50,200
KUNO,1000,1000,200
1H5,1000,1000,200
3U3,5.15,3.45,200
3U4,1000,1000,200
3U7,1000,1000,200
49S,1000,1000,200
KBHK,4.25,3.95,200
3U8,1000,1000,200
6S0,5.00,4.50,200
53U,1000,1000,200
KBIL,3.75,3.95,200
3U9,1000,1000,200
6S1,1000,1000,200
00F,4.50,3.77,200
8S0,1000,1000,200
KBTM,5.15,3.45,200
KLTY,1000,1000,200
S71,1000,1000,200
KCII,4.45,4.30,200
4U6,1000,1000,200
RC0,1000,1000,200
6S3,1000,1000,200
S04,1000,1000,200
4U7,1000,1000,200
S01,1000,1000,200
S85,1000,1000,200
KCTB,4.26,3.23,200
38S,4.15,3.45,200
5U0,1000,1000,200
KDLN,5.98,4.40,200
M26,1000,1000,200
5U1,1000,1000,200
97M,1000,1000,200
KEKS,4.49,4.20,200
88M,1000,1000,200
5U5,1000,1000,200
5U6,1000,1000,200
79S,1000,1000,200
37S,1000,1000,200
5U7,1000,1000,200
29S,1000,1000,200
5U8,1000,1000,200
KGGW,4.00,3.60,200
KGDV,4.20,3.75,200
KGTF,4.90,3.70,200
00U,1000,1000,200
48S,1000,1000,200
U09,1000,1000,200
KHWQ,1000,1000,200
KHVR,5.40,5.00,200
KHLN,4.29,4.13,200
6U5,1000,1000,200
6U6,1000,1000,200
6U7,1000,1000,200
KJDN,1000,1000,200
KGPI,4.70,4.26,200
S27,5.05,5.15,200
6S8,1000,1000,200
80S,1000,1000,200
KLWT,4.50,4.30,200
S59,4.50,3.59,200
KLVM,5.00,4.50,200
M75,4.75,4.39,200
0S1,1000,1000,200
KMLS,4.90,4.60,200
KMSO,4.40,3.80,200
S00,1000,1000,200
U05,1000,1000,200
S34,1000,1000,200
KPWD,1000,1000,200
PO1,4.95,5.25,200
H28,1000,1000,200
KRED,1000,1000,200
7U8,1000,1000,200
7S0,3.75,4.21,200
KRPX,3.90,3.10,200
M42,1000,1000,200
8U0,1000,1000,200
8U2,1000,1000,200
9S2,5.30,3.83,200
8U3,1000,1000,200
23S,1000,1000,200
KSBX,3.85,3.65,200
KSDY,4.75,4.15,200
8U4,1000,1000,200
52S,1000,1000,200
32S,1000,1000,200
9S4,1000,1000,200
7S8,1000,1000,200
8U6,1000,1000,200
KTHM,1000,1000,200
9S5,1000,1000,200
B70,1000,1000,200
8U9,1000,1000,200
57S,1000,1000,200
9U0,1000,1000,200
7S1,4.39,4.10,200
7S7,1000,1000,200
KWYS,4.49,4.20,200
7S6,1000,1000,200
58S,1000,1000,200
9U1,1000,1000,200
BB0,1000,1000,200
BW8,1000,1000,200
CW0,1000,1000,200
WH0,1000,1000,200
LC0,1000,1000,200
L51,1000,1000,200
MT3,1000,1000,200
7S4,1000,1000,200
02T,1000,1000,200
KOLF,3.94,3.39,200
KANW,4.81,2.99,200
KBVN,1000,1000,200
KAIA,4.20,3.20,200
4D9,1000,1000,200
37V,1000,1000,200
8V2,1000,1000,200
KAUH,1000,1000,200
KRBE,1000,1000,200
KBIE,4.25,3.95,200
42V,1000,1000,200
KBTA,3.79,2.99,200
84Y,1000,1000,200
KBBW,4.68,3.82,200
KBUB,1000,1000,200
07K,1000,1000,200
KCDR,5.12,4.15,200
KCNP,1000,1000,200
KOLU,1000,1000,200
KCZD,4.58,3.95,200
6K3,1000,1000,200
KCEK,1000,1000,200
47V,1000,1000,200
KFBY,1000,1000,200
KFMZ,1000,1000,200
KFNB,1000,1000,200
KFET,5.09,2.66,200
97Y,1000,1000,200
KGRN,1000,1000,200
KGTE,1000,1000,200
KGRI,3.98,2.99,200
KGGF,1000,1000,200
08K,1000,1000,200
KHSI,3.60,3.25,200
4V6,1000,1000,200
KHJH,4.00,3.25,200
KHDE,5.00,4.15,200
1V2,1000,1000,200
KIML,1000,1000,200
KEAR,4.49,3.79,200
KLXN,3.55,2.55,200
KLNK,4.62,2.95,200
0F4,1000,1000,200
KMCK,3.99,2.99,200
0V3,1000,1000,200
KAFK,1000,3.25,200
4V9,1000,1000,200
KOFK,3.38,2.92,200
KLBF,4.69,2.99,200
KOGA,4.29,2.27,200
KOMA,3.65,2.79,200
KMLE,1000,1000,200
3NO,1000,1000,200
KODX,1000,1000,200
KOKS,1000,1000,200
50K,1000,1000,200
0C4,1000,1000,200
7V7,1000,1000,200
9V5,1000,1000,200
09K,1000,1000,200
KBFF,4.69,3.63,200
KSCB,1000,1000,200
KSWT,4.60,3.90,200
KSNY,3.99,2.99,200
7K8,1000,1000,200
0G3,1000,1000,200
KTQE,1000,1000,200
KTIF,1000,1000,200
0J9,1000,1000,200
KVTN,3.86,1000,200
KAHQ,4.25,2.99,200
64V,1000,1000,200
KLCG,1000,1000,200
KJYR,3.50,3.00,200
KTMT,5.19,4.99,200
KBAM,4.09,3.49,200
KBTY,1000,1000,200
KBVU,4.65,4.39,200
1L4,1000,1000,200
KCXP,3.95,2.75,200
U74,1000,1000,200
A34,1000,1000,200
E85,1000,1000,200
01U,1000,1000,200
2Q9,1000,1000,200
KEKO,4.25,3.99,200
KELY,1000,1000,200
05U,5.11,4.31,200
KFLX,4.09,3.49,200
N58,1000,1000,200
0L4,1000,1000,200
KHTH,5.10,3.99,200
06U,1000,1000,200
0L7,3.75,3.54,200
N15,1000,1000,200
KLAS,7.99,5.59,200
KHND,3.75,3.84,200
KVGT,3.75,3.84,200
KLOL,1000,1000,200
3Q0,1000,1000,200
KMEV,4.00,3.95,200
08U,1000,1000,200
U08,1000,1000,200
0L9,1000,1000,200
10U,1000,1000,200
74P,1000,1000,200
KRNO,3.95,2.75,200
KRTS,3.99,4.55,200
N86,1000,1000,200
3L2,1000,1000,200
1L3,1000,1000,200
KSPZ,3.80,3.75,200
N59,1000,1000,200
KTPH,4.25,2.96,200
KLWL,3.99,3.92,200
O43,1000,1000,200
KBML,1000,5.00,200
2N2,1000,1000,200
KCNH,1000,1000,200
4C4,1000,1000,200
KCON,4.50,5.50,200
KERR,1000,1000,200
1B5,1000,1000,200
7B3,1000,5.05,200
5B9,1000,1000,200
8B1,1000,1000,200
KAFN,1000,1000,200
KEEN,4.55,4.50,200
KLCI,4.00,3.10,200
KLEB,6.00,5.00,200
KMHT,6.75,5.26,200
2B3,1000,1000,200
1P1,1000,1000,200
KPSM,3.07,3.78,200
KDAW,1000,1000,200
8B2,1000,1000,200
KHIE,1000,1000,200
12N,1000,1000,200
13N,1000,1000,200
KACY,5.83,6.04,200
19N,5.50,6.00,200
1N7,1000,1000,200
00N,1000,1000,200
KCDW,5.44,4.50,200
17N,1000,1000,200
N05,1000,1000,200
N81,5.80,5.80,200
2N6,1000,1000,200
N07,4.85,1000,200
KLDJ,1000,1000,200
N14,5.15,5.25,200
47N,1000,1000,200
KMIV,5.40,4.99,200
KMMU,5.99,3.89,200
KVAY,5.25,4.90,200
KEWR,6.82,6.09,200
26N,1000,1000,200
7N7,1000,1000,200
N40,1000,1000,200
N85,4.75,4.30,200
39N,4.74,4.99,200
N51,4.99,4.89,200
N87,1000,1000,200
KSMQ,3.99,3.92,200
KFWN,4.45,4.25,200
KMJX,4.95,3.95,200
KTTN,5.24,5.52,200
28N,1000,1000,200
29N,1000,1000,200
31E,1000,1000,200
4N1,4.49,5.49,200
KWWD,5.19,4.17,200
C01,1000,1000,200
KOBI,1000,1000,200
KABQ,4.49,3.99,200
KAEG,4.49,3.99,200
KAXX,4.50,4.00,200
13Q,1000,1000,200
KATS,5.15,4.15,200
N19,1000,1000,200
KBRG,4.00,3.45,200
KCNM,4.90,3.90,200
F37,1000,1000,200
KCVN,4.84,2.74,200
E89,1000,1000,200
0E8,1000,1000,200
KDMN,3.90,3.50,200
24N,1000,1000,200
1N1,1000,1000,200
E14,4.40,4.00,200
E92,1000,1000,200
KFSU,1000,1000,200
KGUP,3.79,3.09,200
E94,1000,1000,200
KGNT,3.79,2.90,200
E05,1000,1000,200
KHOB,4.95,3.90,200
E26,1000,1000,200
KLRU,4.49,3.76,200
E32,1000,1000,200
KLSB,4.90,3.85,200
KLAM,1000,1000,200
E98,1000,1000,200
E06,1000,1000,200
N29,1000,1000,200
0E0,4.45,4.45,200
M10,1000,1000,200
KPRZ,1000,3.10,200
N24,1000,1000,200
KRTN,3.50,3.50,200
T16,1000,1000,200
KROW,5.30,6.25,200
KSRR,4.99,4.50,200
KSAF,4.49,3.99,200
KSXU,1000,1000,200
KDNA,4.99,4.11,200
KSVC,3.82,3.30,200
94E,1000,1000,200
KONM,1000,1000,200
S42,1000,1000,200
KSKX,4.45,4.45,200
18T,1000,1000,200
KTCS,4.26,3.27,200
KTCC,1000,1000,200
N17,1000,1000,200
9G3,1000,1000,200
KALB,4.17,3.82,200
9G6,1000,1000,200
D23,1000,1000,200
1C3,1000,1000,200
KGVQ,4.55,3.93,200
23N,1000,1000,200
7G0,3.99,1000,200
KBUF,6.10,5.56,200
9G0,5.59,4.59,200
D51,1000,1000,200
1B8,1000,1000,200
KIUA,3.96,3.52,200
1H1,1000,1000,200
K23,1000,1000,200
7N1,4.99,3.99,200
KDSV,1000,1000,200
1E8,1000,1000,200
4B1,1000,1000,200
KDKK,4.95,4.19,200
KHTO,6.49,5.29,200
49N,1000,1000,200
1F2,1000,1000,200
KELM,4.99,4.85,200
KCZG,1000,1000,200
KFRG,5.70,4.46,200
0B8,1000,1000,200
83K,1000,1000,200
1I5,1000,1000,200
KFZY,4.60,4.80,200
N25,1000,1000,200
K30,1000,1000,200
D52,1000,1000,200
NY1,1000,1000,200
KGFL,4.65,4.90,200
92G,1000,1000,200
D59,1000,1000,200
N56,1000,1000,200
4N7,1000,1000,200
1H4,1000,1000,200
4G2,1000,1000,200
KHTF,5.75,4.75,200
1B1,3.75,3.99,200
KITH,4.89,4.79,200
KJHW,4.99,4.49,200
NY0,1000,1000,200
1I1,1000,1000,200
20N,1000,1000,200
KBQR,1000,1000,200
5G0,1000,1000,200
1A1,1000,1000,200
0G0,1000,1000,200
KMAL,1000,1000,200
KMSS,4.50,3.65,200
21N,1000,1000,200
D79,1000,1000,200
4N2,1000,1000,200
44N,1000,1000,200
KMTP,1000,1000,200
KMGJ,4.50,4.25,200
KMSV,1000,5.00,200
KISP,5.57,4.70,200
KSWF,6.99,5.32,200
KJFK,6.82,6.09,200
KLGA,7.68,6.73,200
85N,1000,1000,200
KOIC,4.69,4.65,200
KOGS,4.39,3.99,200
KOLE,5.20,4.75,200
8G3,1000,1000,200
N66,4.90,4.95,200
D82,1000,1000,200
KPEO,3.99,2.99,200
01G,1000,1000,200
K09,1000,1000,200
KPTD,4.97,4.15,200
KPOU,4.90,4.62,200
46N,1000,1000,200
KROC,5.15,4.52,200
KRME,3.07,3.78,200
K16,1000,1000,200
W57,1000,1000,200
5B2,4.17,3.82,200
KSCH,4.50,4.00,200
4B7,1000,1000,200
B04,1000,1000,200
0G7,4.39,4.50,200
K31,1000,1000,200
D88,1000,1000,200
KHWV,5.45,4.99,200
N23,3.94,4.65,200
4B0,4.60,4.75,200
D91,1000,1000,200
09N,1000,1000,200
N69,1000,1000,200
KSYR,4.88,4.48,200
4B6,1000,1000,200
5B7,1000,1000,200
N45,1000,1000,200
5R5,1000,1000,200
N72,1000,1000,200
KART,4.50,4.00,200
B16,1000,1000,200
KELZ,1000,1000,200
KFOK,5.69,5.34,200
KHPN,5.99,3.89,200
KSDC,1000,1000,200
KASJ,4.82,2.29,200
KVUJ,4.03,4.48,200
KRHP,1000,1000,200
KHBI,1000,1000,200
KAVL,4.68,5.85,200
KMRH,4.45,4.28,200
3W6,1000,1000,200
KBUY,5.55,5.19,200
BQ1,1000,1000,200
8A6,1000,1000,200
KCTZ,4.35,4.19,200
KJQF,5.83,4.65,200
KONX,3.89,3.70,200
KEDE,1000,3.92,200
KECG,3.89,3.70,200
KEYF,1000,1000,200
KZEF,1000,1000,200
7W6,1000,1000,200
N08,1000,1000,200
KFAY,6.13,4.97,200
2GC,1000,1000,200
1A5,1000,1000,200
KAKH,4.53,3.16,200
KGWW,3.48,4.44,200
KGSO,3.65,3.25,200
3A4,1000,1000,200
KPGV,4.85,4.30,200
KHSE,1000,1000,200
0A7,1000,1000,200
KHKY,3.95,4.11,200
E40,1000,1000,200
N21,1000,1000,200
4W4,1000,1000,200
28A,1000,1000,200
N22,1000,1000,200
KGEV,3.75,3.55,200
78A,1000,1000,200
N88,1000,1000,200
KDPL,1000,3.59,200
KFFA,1000,1000,200
KISO,6.26,4.92,200
W17,1000,1000,200
KEXX,3.65,3.25,200
N61,1000,1000,200
KIPJ,3.99,3.99,200
KLHZ,4.25,3.69,200
KLBT,4.25,4.95,200
N92,1000,1000,200
KMQI,3.80,3.40,200
9A9,1000,1000,200
8A7,1000,1000,200
KEQY,3.90,3.90,200
14A,1000,1000,200
KMRN,4.35,4.80,200
KMWK,3.98,3.98,200
W40,3.50,1000,200
KEWN,5.15,4.80,200
KUKF,3.80,2.68,200
KSUT,4.46,3.88,200
60J,1000,1000,200
W95,1000,1000,200
KHNZ,3.89,3.59,200
N26,1000,1000,200
KSOP,4.00,4.10,200
KPMZ,3.92,2.75,200
7NC,5.00,4.50,200
5W4,6.00,5.50,200
KRDU,6.20,5.81,200
KSIF,3.79,3.52,200
6A5,1000,1000,200
KIXA,1000,1000,200
KRCZ,1000,1000,200
KRWI,3.50,3.10,200
8NC,1000,1000,200
KTDF,5.39,4.49,200
KRUQ,3.98,4.55,200
KTTA,4.12,3.43,200
KEHO,4.25,3.75,200
KSCR,1000,4.69,200
KJNX,3.99,3.59,200
7A8,4.50,4.50,200
43A,1000,1000,200
KSVH,4.51,4.52,200
24A,1000,1000,200
NC2,1000,1000,200
N97,1000,1000,200
KAFP,3.44,3.29,200
KACZ,1000,4.30,200
N63,1000,1000,200
KOCW,4.20,3.96,200
N52,1000,1000,200
KCPC,1000,1000,200
KMCZ,4.22,1000,200
W03,5.35,5.19,200
KINT,3.65,3.25,200
05N,1000,1000,200
80C,1000,1000,200
6W4,1000,1000,200
1A2,1000,1000,200
KASY,1000,1000,200
95D,1000,1000,200
KBIS,2.99,2.99,200
D09,1000,1000,200
5B4,1000,1000,200
KBWW,4.85,4.05,200
9D7,1000,1000,200
46D,1000,1000,200
5N8,1000,1000,200
2C8,4.28,4.00,200
S32,1000,1000,200
D50,1000,1000,200
KDVL,4.50,4.50,200
KDIK,4.49,4.59,200
D29,1000,1000,200
S28,1000,1000,200
51D,1000,1000,200
Y71,1000,1000,200
5N4,1000,1000,200
KFAR,4.78,4.56,200
D54,1000,1000,200
D24,1000,1000,200
Y27,1000,1000,200
9G9,1000,1000,200
D05,1000,1000,200
D57,1000,1000,200
KGFK,5.35,5.25,200
KGWR,3.57,3.00,200
5H4,1000,1000,200
6H8,1000,1000,200
KHZE,3.05,3.37,200
KHEI,4.90,1000,200
3H4,1000,1000,200
KJMS,5.75,5.25,200
7K5,1000,1000,200
K74,1000,1000,200
D03,1000,1000,200
4F9,1000,1000,200
5L0,1000,1000,200
D55,1000,1000,200
2L1,1000,1000,200
D31,1000,1000,200
4N4,1000,1000,200
6L3,1000,1000,200
6D3,1000,1000,200
Y19,4.59,3.44,200
D56,1000,1000,200
7G2,1000,1000,200
8M6,1000,1000,200
4R6,1000,1000,200
KMOT,4.96,4.80,200
D06,1000,1000,200
3P3,1000,1000,200
5B5,1000,1000,200
8J7,1000,1000,200
05D,1000,1000,200
4V4,1000,1000,200
2D5,1000,1000,200
64G,1000,1000,200
Y74,1000,1000,200
KPMB,1000,1000,200
Y99,1000,1000,200
4E8,1000,1000,200
37N,1000,1000,200
2H9,1000,1000,200
06D,1000,1000,200
KRUG,4.75,1000,200
4S5,1000,1000,200
D60,5.25,5.10,200
D61,1000,1000,200
91N,1000,1000,200
KBAC,1000,1000,200
KBWP,2.99,4.08,200
96D,1000,1000,200
5C8,1000,1000,200
D64,1000,1000,200
KXWA,4.80,4.65,200
6L5,1000,1000,200
0D7,1000,1000,200
KCAK,5.53,4.50,200
KAKR,5.53,4.65,200
1D4,1000,1000,200
2D1,1000,1000,200
3G4,5.35,3.75,200
KUNI,4.44,3.68,200
7B4,1000,1000,200
6G5,4.70,4.33,200
I69,4.31,3.17,200
2D7,1000,1000,200
KEDJ,4.00,3.50,200
5G7,4.65,3.80,200
1G0,4.50,3.28,200
3D8,1000,1000,200
17G,1000,1000,200
8G6,1000,1000,200
I10,1000,1000,200
KCDI,1000,3.63,200
KTSO,4.97,3.97,200
5D6,1000,1000,200
KCQA,4.53,3.68,200
6CM,1000,1000,200
KRZT,4.48,4.02,200
KLUK,4.50,3.84,200
KCYO,4.75,3.00,200
KCLE,7.50,5.03,200
KBKL,6.98,5.20,200
KCGF,6.90,4.95,200
5D9,1000,1000,200
4G8,1000,1000,200
KOSU,5.19,3.25,200
KLCK,4.71,3.28,200
KTZR,3.98,3.27,200
04I,1000,1000,200
I40,4.14,4.17,200
KDAY,4.90,3.44,200
KMGY,4.69,3.67,200
I19,1000,1000,200
3I7,1000,1000,200
I44,1000,1000,200
KDFI,4.27,3.20,200
KDLZ,5.19,3.25,200
6D7,1000,1000,200
02G,1000,1000,200
1G1,1000,1000,200
KFDY,4.57,3.89,200
KFZI,1000,1000,200
S24,4.86,3.95,200
KGQQ,4.95,3.80,200
KGAS,1000,1000,200
7D8,1000,1000,200
7D9,1000,1000,200
KGEO,4.79,4.29,200
KHAO,4.99,4.95,200
I67,1000,1000,200
88D,1000,1000,200
I43,1000,4.00,200
89D,1000,1000,200
1G3,1000,1000,200
I95,4.95,3.80,200
KLHQ,4.23,2.43,200
I68,1000,1000,200
R47,1000,1000,200
KAOH,4.66,3.89,200
KLPR,4.90,4.41,200
KMFD,5.22,4.31,200
KMNN,4.97,4.40,200
KMRT,1000,1000,200
22I,1000,1000,200
I71,1000,1000,200
1G5,4.95,1000,200
3T7,1000,1000,200
7G8,1000,1000,200
KMWO,4.40,3.50,200
10G,5.40,4.20,200
4I9,1000,1000,200
4I3,4.22,4.21,200
6G4,1000,1000,200
O74,1000,1000,200
7W5,4.26,4.08,200
KPHD,4.44,3.70,200
KVTA,4.92,3.44,200
41N,1000,1000,200
3X5,1000,1000,200
5A1,4.80,1000,200
KOWX,4.69,3.79,200
KOXD,4.99,1000,200
2G1,1000,1000,200
6C2,1000,1000,200
KPCW,4.15,3.16,200
KPMH,4.91,4.67,200
3W2,1000,1000,200
5E9,1000,1000,200
KPOV,4.99,3.79,200
38D,1000,1000,200
8G8,1000,1000,200
3G6,1000,1000,200
KSCA,4.45,3.85,200
KSGH,4.15,3.40,200
2P7,1000,1000,200
2G2,1000,1000,200
16G,3.84,3.17,200
KTOL,4.93,4.14,200
KTDZ,4.75,3.47,200
1G8,1000,1000,200
1WF,1000,1000,200
56D,1000,1000,200
I74,4.75,3.75,200
38I,1000,1000,200
KVNW,1000,1000,200
KVES,1000,1000,200
3G3,1000,1000,200
15G,1000,1000,200
I64,1000,1000,200
62D,5.15,3.72,200
I23,3.80,3.80,200
KUSE,1000,1000,200
KEOP,1000,1000,200
40I,1000,1000,200
80G,1000,1000,200
KAMT,1000,1000,200
8G1,1000,1000,200
KILN,1000,1000,200
I66,1000,1000,200
2B6,1000,1000,200
4G5,4.83,4.00,200
KBJJ,4.48,4.04,200
4G4,4.93,2.94,200
04G,1000,1000,200
KYNG,5.74,4.88,200
42I,1000,1000,200
KADH,4.30,3.75,200
3O9,5.20,4.95,200
KAXS,3.25,2.99,200
KAVK,3.85,3.40,200
F68,1000,1000,200
80F,1000,1000,200
KADM,1000,2.29,200
1F0,2.80,2.30,200
KBVO,3.98,3.29,200
K44,1000,1000,200
KBKN,1000,1000,200
17K,1000,1000,200
3F7,1000,1000,200
90F,1000,1000,200
KBFK,1000,1000,200
37K,1000,1000,200
91F,1000,1000,200
86F,1000,1000,200
KCQB,3.89,2.75,200
92F,1000,1000,200
4O5,1000,1000,200
93F,1000,1000,200
KCHK,1000,1000,200
KGCM,3.93,2.68,200
K11,1000,1000,200
KCLK,1000,3.02,200
08F,1000,1000,200
44M,1000,1000,200
F36,1000,1000,200
KCUH,3.49,2.89,200
97F,1000,1000,200
KDUC,3.96,2.69,200
KRQO,1000,1000,200
99F,1000,1000,200
KELK,3.80,3.02,200
KWDG,3.00,2.79,200
O13,1000,1000,200
F08,1000,1000,200
0F7,1000,1000,200
1OK,1000,1000,200
6K4,4.50,3.65,200
K77,1000,1000,200
KGAG,1000,1000,200
1K4,1000,1000,200
1O1,1000,1000,200
KGMJ,3.01,2.67,200
KGOK,3.45,3.95,200
KGUY,3.55,2.80,200
2K9,1000,1000,200
F32,1000,1000,200
2O8,1000,1000,200
KHBR,1000,1000,200
F99,1000,1000,200
O35,1000,1000,200
H92,1000,1000,200
O45,1000,1000,200
KHHW,3.69,3.19,200
O18,1000,1000,200
0K6,1000,1000,200
1K8,3.83,3.60,200
F92,1000,1000,200
F31,1000,1000,200
KLAW,4.00,3.50,200
O44,1000,1000,200
1K2,1000,1000,200
1F4,1000,1000,200
KMLC,3.89,3.05,200
O53,1000,1000,200
4O7,1000,1000,200
KMIO,3.81,3.63,200
KMDF,1000,1000,200
KMKO,3.25,2.99,200
O14,1000,1000,200
H66,1000,1000,200
O65,1000,1000,200
F81,1000,1000,200
KOKC,6.00,5.69,200
KPWA,4.69,4.22,200
KHSD,3.15,2.95,200
KRCE,4.76,3.95,200
KOKM,1000,1000,200
F09,1000,1000,200
KPVJ,4.09,3.89,200
H76,1000,1000,200
H97,1000,1000,200
F22,1000,1000,200
KPNC,3.30,2.65,200
2K1,1000,1000,200
KRKR,1000,1000,200
O47,1000,1000,200
H71,4.35,2.90,200
KJSV,1000,1000,200
KOWP,1000,1000,200
3O4,1000,1000,200
1S4,1000,1000,200
KSRE,1000,1000,200
KSNL,4.65,3.98,200
2F6,1000,1000,200
4O1,1000,1000,200
KSWO,3.49,2.99,200
1PP,1000,1000,200
KSUD,3.49,2.75,200
F30,1000,1000,200
KTQH,1000,1000,200
6F1,1000,1000,200
1O4,1000,1000,200
1O8,1000,1000,200
KTUL,4.38,2.70,200
KRVS,4.35,3.00,200
1H6,1000,1000,200
5O1,1000,1000,200
H04,1000,1000,200
H68,1000,1000,200
3O5,1000,1000,200
KJWG,3.39,3.39,200
KOJA,3.99,2.99,200
4F1,1000,1000,200
H05,1000,1000,200
KWWR,3.07,2.37,200
S12,3.79,3.99,200
R03,1000,1000,200
1S8,1000,1000,200
S03,4.30,4.39,200
KAST,1000,1000,200
KBKE,1000,1000,200
S05,1000,1000,200
2S2,1000,1000,200
KBDN,3.95,4.04,200
M50,1000,1000,200
KBOK,5.53,4.38,200
KBNO,5.35,3.95,200
KCZK,1000,1000,200
3S4,1000,1000,200
62S,1000,1000,200
3S6,1000,1000,200
3S9,1000,1000,200
4S4,1000,1000,200
KCVO,5.09,4.89,200
61S,1000,1000,200
5S2,1000,1000,200
5S5,1000,1000,200
8S4,1000,1000,200
O62,1000,1000,200
5S9,1000,1000,200
KEUG,5.10,4.62,200
6S2,4.75,3.85,200
6S4,1000,1000,200
S45,1000,1000,200
4S1,1000,1000,200
KHRI,3.89,4.30,200
7S3,1000,1000,200
4S2,1000,1000,200
7S9,1000,1000,200
25U,1000,1000,200
OR8,1000,1000,200
OR9,1000,1000,200
KGCD,1000,1000,200
KJSY,1000,1000,200
KLMT,4.68,3.24,200
KLGD,3.99,3.09,200
9S3,1000,1000,200
KLKV,3.95,3.45,200
S30,5.00,3.66,200
9S9,1000,1000,200
S33,5.05,4.40,200
3S7,1000,1000,200
26U,1000,1000,200
00S,1000,1000,200
KMMV,4.99,3.99,200
KMFR,4.70,3.91,200
12S,1000,1000,200
16S,1000,1000,200
