,city,icao,lat,lon,name,state,LL,JA
1065,La Grande,KLGD,45.2901992798,-118.0070037842,La Grande Union County Airport,Oregon,3.99,3.09
1066,Logan,KLGU,41.7911987305,-111.8519973755,Logan Cache Airport,Utah,5.21,3.85
1067,Lincoln,KLHM,38.909198761,-121.3509979248,Lincoln Regional Karl Harder Field,California,4.39,5.33
1068,Lancaster,KLHQ,39.7555999756,-82.6570968628,Fairfield County Airport,Ohio,4.23,2.43
1069,Lock Haven,KLHV,41.13560104,-77.42230225,William T. Piper Memorial Airport,Pennsylvania,5.40,4.25
1070,Fort Stewart(Hinesville),KLHW,31.88909912,-81.56230164,Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Georgia,3.98,4.50
1071,La Junta,KLHX,38.04970169,-103.5090027,La Junta Municipal Airport,Colorado,4.45,3.90
1072,Louisburg,KLHZ,36.0233001709,-78.3302993774,Franklin County Airport,North-Carolina,4.25,3.69
1073,Little Rock,KLIT,34.7294006348,-92.2242965698,Adams Field,Arkansas,5.59,4.39
1074,Litchfield,KLJF,45.0970993042,-94.5073013306,Litchfield Municipal Airport,Minnesota,2.94,4.10
1075,Lake Placid,KLKP,44.2644996643,-73.9618988037,Lake Placid Airport,New-York,4.35,5.00
1076,Lancaster,KLKR,34.72290039,-80.854599,Lancaster County-Mc Whirter Field,South-Carolina,4.83,4.47
1077,Louisa,KLKU,38.00979996,-77.9701004,Louisa County-Freeman field,Virginia,4.75,4.10
1078,Lakeview,KLKV,42.1610984802,-120.3990020752,Lake County Airport,Colorado,3.95,3.45
1079,Challis,KLLJ,44.5229988098,-114.2180023193,Challis Airport,Idaho,5.12,4.40
1080,Levelland,KLLN,33.5525016785,-102.3720016479,Levelland Municipal Airport,Texas,3.35,3.15
1081,Monticello,KLLQ,33.6385994,-91.75099945,Monticello Municipal Ellis Field,Arkansas,3.95,3.75
1082,Lamar,KLLU,37.4894981384,-94.3115005493,Lamar Municipal Airport,Missouri,4.25,3.75
1083,Louisville,KLMS,33.1461982727,-89.0625,Louisville Winston County Airport,Mississippi,3.79,N/A
1084,Klamath Falls,KLMT,42.1561012268,-121.733001709,Klamath Falls Airport,Oregon,4.68,3.24
1085,West Palm Beach,KLNA,26.59300041,-80.08509827,Palm Beach County Park Airport,Florida,5.21,4.95
1086,Lancaster,KLNC,32.5792007446,-96.71900177,Lancaster Airport,Texas,2.85,2.25
1087,Lander,KLND,42.8152008057,-108.7300033569,Hunt Field,Wyoming,4.53,4.05
1088,Lincoln,KLNK,40.8510017395,-96.7592010498,Lincoln Airport,Montana,4.62,2.95
1089,Willoughby,KLNN,41.6839981079,-81.3897018433,Willoughby Lost Nation Municipal Airport,Ohio,4.30,4.10
1090,Wise,KLNP,36.9874992371,-82.5299987793,Lonesome Pine Airport,Virginia,4.10,4.00
1091,Lone Rock,KLNR,43.2117004395,-90.181602478,Tri-County Regional Airport,Wisconsin,3.98,N/A
1092,Lancaster,KLNS,40.1217002869,-76.2960968018,Lancaster Airport,Pennsylvania,4.31,4.95
1093,Philadelphia,KLOM,40.1375007629,-75.2650985718,Wings Field,Florida,5.59,5.45
1094,Chicago/Romeoville,KLOT,41.6072998,-88.09619904,Lewis University Airport,Illinois,3.60,3.70
1095,Louisville,KLOU,38.2280006409,-85.6636962891,Bowman Field,Kentucky,5.20,4.75
1096,London,KLOZ,37.0821990967,-84.0848999023,London Corbin Airport Magee Field,Kentucky,4.05,3.50
1097,Lompoc,KLPC,34.665599823,-120.4680023193,Lompoc Airport,California,4.07,3.96
1098,Lorain/Elyria,KLPR,41.34429932,-82.17759705,Lorain County Regional Airport,Ohio,4.90,4.41
1099,Pickens,KLQK,34.8100013733,-82.7029037476,Pickens County Airport,South-Carolina,3.95,3.84
1100,Laredo,KLRD,27.543800354,-99.4616012573,Laredo International Airport,Texas,5.61,4.57
1101,Le Mars,KLRJ,42.77799988,-96.1937027,Le Mars Municipal Airport,Iowa,4.60,3.40
1102,Mount Pleasant,KLRO,32.89780045,-79.78289795,Mt Pleasant Regional-Faison field,South-Carolina,4.50,3.75
1103,Las Cruces,KLRU,32.2893981934,-106.9219970703,Las Cruces International Airport,New-Mexico,4.49,3.76
1104,Lordsburg,KLSB,32.3334999084,-108.6920013428,Lordsburg Municipal Airport,New-Mexico,4.90,3.85
1105,La Crosse,KLSE,43.87900162,-91.25669861,La Crosse Municipal Airport,Wisconsin,5.04,3.96
1106,Los Banos,KLSN,37.06290054,-120.8690033,Los Banos Municipal Airport,California,4.95,3.35
1107,Decatur,KLUD,33.2546005249,-97.5805969238,Decatur Municipal Airport,Texas,3.99,3.39
1108,Lewisburg,KLUG,35.5069999695,-86.8039016724,Ellington Airport,Tennessee,3.15,2.90
1109,Cincinnati,KLUK,39.10329819,-84.41860199,Cincinnati Municipal Airport Lunken Field,Ohio,4.50,3.84
1110,Laurel,KLUL,31.6725997925,-89.172203064,Hesler Noble Field,Mississippi,4.05,3.55
1111,Houston,KLVJ,29.5212993622,-95.2421035767,Pearland Regional Airport,Texas,3.90,1.99
1112,Livermore,KLVK,37.6934013367,-121.8199996948,Livermore Municipal Airport,California,4.15,3.95
1113,Livingston,KLVM,45.6994018555,-110.4479980469,Mission Field,Montana,5.00,4.50
1114,Minneapolis,KLVN,44.6278991699,-93.2281036377,Airlake Airport,Minnesota,3.99,3.79
1115,Las Vegas,KLVS,35.6542015076,-105.141998291,Las Vegas Municipal Airport,New-Mexico,4.90,3.93
1116,South Haven,KLWA,42.3512001038,-86.2556991577,South Haven Area Regional Airport,Michigan,4.49,4.49
1117,Lewisburg,KLWB,37.8582992554,-80.3994979858,Greenbrier Valley Airport,West-Virginia,4.92,4.63
1118,Lawrence,KLWC,39.01119995,-95.21659851,Lawrence Municipal Airport,Kansas,5.25,4.95
1119,Wells,KLWL,41.117099762,-114.9219970703,Wells Municipal Harriet Field,Nevada,3.99,3.92
1120,Lawrence,KLWM,42.7172012329,-71.1233978271,Lawrence Municipal Airport,Massachusetts,4.99,3.90
1121,Lewiston,KLWS,46.3745002747,-117.0149993896,Lewiston Nez Perce County Airport,Idaho,3.45,3.37
1122,Lewistown,KLWT,47.0493011475,-109.4670028687,Lewistown Municipal Airport,Montana,4.50,4.30
1123,Lawrenceville,KLWV,38.7643013,-87.6054992676,Lawrenceville Vincennes International Airport,Illinois,4.80,4.60
1124,Lexington,KLXN,40.7910003662,-99.7772979736,Jim Kelly Field,Nebraska,3.55,2.55
1125,Lynchburg,KLYH,37.3266983032,-79.2004013062,Lynchburg Regional Preston Glenn Field,Virginia,4.94,4.75
1126,Luverne,KLYV,43.6212005615,-96.2157974243,Quentin Aanenson Field,Minnesota,N/A,3.54
1127,Lawrenceville,KLZU,33.97809982,-83.96240234,Gwinnett County Briscoe Field,Georgia,4.45,2.95
1128,Memphis,KM01,35.20069885,-90.05400085,General Dewitt Spain Airport,Tennessee,3.18,2.39
1129,Covington,KM04,35.5834007263,-89.5871963501,Covington Municipal Airport,Tennessee,3.24,3.63
1130,Hope,KM18,33.7201004028,-93.6587982178,Hope Municipal Airport,Arkansas,3.26,2.28
1131,Newport,KM19,35.6376991272,-91.176399231,Newport Municipal Airport,Arkansas,4.10,3.35
1132,Greenville,KM21,37.2262001038,-87.1564025879,Muhlenberg County Airport,Kentucky,3.95,3.27
1133,Mayfield,KM25,36.7696389,-88.5846667,Mayfield Graves County Airport,Kentucky,4.40,3.00
1134,Aberdeen/Amory,KM40,33.8736991882,-88.4897003174,Monroe County Airport,Mississippi,3.62,3.15
1135,Holly Springs,KM41,34.8042984009,-89.5211029053,Holly Springs Marshall County Airport,Mississippi,3.25,2.85
1136,Humboldt,KM53,35.8022003174,-88.8749008179,Humboldt Municipal Airport,Tennessee,3.85,3.05
1137,Lebanon,KM54,36.19039917,-86.31569672,Lebanon Municipal Airport,Tennessee,3.99,3.99
1138,Pocahontas,KM70,36.2454986572,-90.9552001953,Pocahontas Municipal Airport,Arkansas,3.49,3.39
1139,Malta,KM75,48.3669013977,-107.9189987183,Malta Airport,Montana,4.75,4.39
1140,West Point,KM83,33.5839996338,-88.6667022705,Mccharen Field,Mississippi,3.89,3.39
1141,Springfield,KM91,36.53720093,-86.92060089,Springfield Robertson County Airport,Tennessee,3.35,4.05
1142,Macon,KMAC,32.82210159,-83.56199646,Macon Downtown Airport,Georgia,4.50,4.00
1143,Madera,KMAE,36.9886016846,-120.1119995117,Madera Municipal Airport,California,4.58,3.99
1144,Midland,KMAF,31.9424991608,-102.202003479,Midland International Airport,Texas,3.53,3.77
1145,Marianna,KMAI,30.8377990723,-85.1819000244,Marianna Municipal Airport,Florida,3.74,3.12
1146,Malden,KMAW,36.6006012,-89.99220276,Malden Regional Airport,Missouri,N/A,3.90
1147,Manistee,KMBL,44.2723999,-86.24690247,Manistee Co Blacker Airport,Michigan,4.06,3.98
1148,Madison,KMBO,32.4387016296,-90.1031036377,Bruce Campbell Field,Mississippi,3.70,3.45
1149,Saginaw,KMBS,43.5329017639,-84.0795974731,MBS International Airport,Michigan,5.67,6.34
1150,Murfreesboro,KMBT,35.87749863,-86.37750244,Murfreesboro Municipal Airport,Tennessee,3.76,2.56
1151,Moberly,KMBY,39.4639015198,-92.4270019531,Omar N Bradley Airport,Missouri,3.59,2.85
1152,Mc Comb,KMCB,31.17849922,-90.47190094,Mc Comb/Pike County/John E Lewis Field,Mississippi,3.70,3.40
1153,Sacramento,KMCC,38.66759872,-121.401001,Mc Clellan Airfield,California,3.73,4.39
1154,Merced,KMCE,37.28469849,-120.5139999,Merced Regional Macready Field,California,4.85,4.52
1155,Kansas City,KMCI,39.2975997925,-94.7138977051,Kansas City International Airport,Missouri,6.10,6.59
1156,Mc Cook,KMCK,40.20629883,-100.5920029,Mc Cook Ben Nelson Regional Airport,Nebraska,3.99,2.99
1157,Macon,KMCN,32.6927986145,-83.6492004395,Middle Georgia Regional Airport,Georgia,3.12,3.20
1158,Orlando,KMCO,28.4293994904,-81.3089981079,Orlando International Airport,Florida,6.48,5.80
1159,Mason City,KMCW,43.1577987671,-93.3312988281,Mason City Municipal Airport,Iowa,3.85,3.80
1160,Williamston,KMCZ,35.8622016907,-77.1781997681,Martin County Airport,North-Carolina,4.22,N/A
1161,Midland,KMDD,32.0364990234,-102.1009979248,Midland Airpark,Texas,4.01,3.94
1162,Carbondale/Murphysboro,KMDH,37.7780990601,-89.2519989014,Southern Illinois Airport,Illinois,4.65,4.15
1163,Huntsville,KMDQ,34.8614006,-86.55750275,Madison County Executive -Tom Sharp Jr Airport,Alabama,4.58,4.13
1164,Madison,KMDS,44.01599884,-97.08589935,Madison Municipal Airport,South-Dakota,4.65,3.85
1165,Harrisburg,KMDT,40.1935005188,-76.7633972168,Harrisburg International Airport,Pennsylvania,4.42,4.26
1166,Chicago,KMDW,41.7859992981,-87.7524032593,Chicago Midway International Airport,Illinois,4.80,2.85
1167,Maxton,KMEB,34.79190063,-79.36579895,Laurinburg Maxton Airport,North-Carolina,4.54,3.54
1168,Meridian,KMEI,32.3325996399,-88.7518997192,Key Field,Mississippi,4.00,3.25
1169,Memphis,KMEM,35.0424003601,-89.9766998291,Memphis International Airport,Tennessee,6.47,6.21
1170,Merced,KMER,37.38050079,-120.5680008,Castle Airport,California,5.47,3.99
1171,Minden,KMEV,39.00030136,-119.7509995,Minden Tahoe Airport,Nevada,4.00,3.95
1172,Mena,KMEZ,34.54539871,-94.20269775,Mena Intermountain Municipal Airport,Arkansas,4.66,4.62
1173,Mansfield,KMFD,40.8213996887,-82.5166015625,Mansfield Lahm Regional Airport,Ohio,5.22,4.31
1174,Mc Allen,KMFE,26.17580032,-98.23860168,Mc Allen Miller International Airport,Texas,3.99,3.85
1175,Medford,KMFR,42.3741989136,-122.8730010986,Rogue Valley International Medford Airport,Oregon,4.70,3.91
1176,Melfa,KMFV,37.646900177,-75.761100769,Accomack County Airport,Virginia,N/A,4.18
1177,Montgomery,KMGJ,41.50999832,-74.26460266,Orange County Airport,New-York,4.50,4.25
1178,Montgomery,KMGM,32.30059814,-86.39399719,Montgomery Regional (Dannelly Field) Airport,Alabama,5.15,4.90
1179,Harbor Springs,KMGN,45.4255981445,-84.9133987427,Harbor Springs Airport,Michigan,5.65,5.45
1180,Moultrie,KMGR,31.0848999023,-83.8032989502,Moultrie Municipal Airport,Georgia,3.10,2.90
1181,Morgantown,KMGW,39.64289856,-79.91629791,Morgantown Municipal Walter L. Bill Hart Field,West-Virginia,4.00,3.50
1182,Dayton,KMGY,39.5890007019,-84.224899292,Dayton Wright Brothers Airport,Ohio,4.69,3.67
1183,Mitchell,KMHE,43.7747993469,-98.0385971069,Mitchell Municipal Airport,South-Dakota,4.62,3.40
1184,Manhattan,KMHK,39.1409988403,-96.6707992554,Manhattan Regional Airport,Kansas,3.59,2.69
1185,Marshall,KMHL,39.0957984924,-93.2029037476,Marshall Memorial Municipal Airport,Missouri,4.00,3.25
1186,Metter,KMHP,32.3739013672,-82.0792007446,Metter Municipal Airport,Georgia,4.50,3.50
1187,Sacramento,KMHR,38.55390167,-121.2979965,Sacramento Mather Airport,California,3.73,4.39
1188,Manchester,KMHT,42.932598114,-71.4356994629,Manchester Airport,New-Hampshire,6.75,5.26
1189,Mojave,KMHV,35.05939865,-118.1520004,Mojave Airport,California,4.73,3.32
1190,Miami,KMIA,25.7931995392,-80.2906036377,Miami International Airport,Florida,6.75,4.84
1191,Muncie,KMIE,40.2422981262,-85.3958969116,Delaware County Johnson Field,Indiana,4.46,3.57
1192,Miami,KMIO,36.909198761,-94.8874969482,Miami Municipal Airport,Oklahoma,3.81,3.63
1193,Shafter,KMIT,35.50740051,-119.1920013,Shafter Minter Field,California,5.09,3.90
1194,Millville,KMIV,39.3678016663,-75.0721969604,Millville Municipal Airport,New-Jersey,5.40,4.99
1195,Marshalltown,KMIW,42.112701416,-92.9178009033,Marshalltown Municipal Airport,Iowa,4.95,4.69
1196,Picayune,KMJD,30.48749924,-89.65119934,Picayune Municipal Airport,Mississippi,4.45,N/A
1197,Jackson,KMJQ,43.6500015259,-94.9865036011,Jackson Municipal Airport,Minnesota,4.50,4.22
1198,Toms River,KMJX,39.92750168,-74.29239655,Robert J. Miller Air Park,New-Jersey,4.95,3.95
1199,Miller,KMKA,44.5251998901,-98.9580993652,Miller Municipal Airport,South-Dakota,5.00,3.50
1200,Kansas City,KMKC,39.1231994629,-94.5927963257,Charles B. Wheeler Downtown Airport,Missouri,4.50,3.55
1201,Milwaukee,KMKE,42.9472007751,-87.8965988159,General Mitchell International Airport,Wisconsin,4.65,6.19
1202,Muskegon,KMKG,43.16949844,-86.23819733,Muskegon County Airport,Michigan,4.99,4.79
1203,Marion/Wytheville,KMKJ,36.8949012756,-81.349899292,Mountain Empire Airport,Virginia,4.65,3.75
1204,Jackson,KMKL,35.59989929,-88.91560364,Mc Kellar Sipes Regional Airport,Tennessee,3.50,3.85
1205,Comanche,KMKN,31.91679955,-98.60030365,Comanche County City Airport,Texas,3.72,3.69
1206,Muskogee,KMKO,35.65650177,-95.36669922,Davis Field,Florida,3.25,2.99
1207,Moncks Corner,KMKS,33.1855010986,-80.0363006592,Berkeley County Airport,South-Carolina,3.99,3.98
1208,Mankato,KMKT,44.22159958,-93.91870117,Mankato Regional Airport,Minnesota,4.38,4.33
1209,Marco Island,KMKY,25.9950008392,-81.6725006104,Marco Island Airport,Florida,2.91,3.69
1210,Melbourne,KMLB,28.1028003693,-80.6453018188,Melbourne International Airport,Florida,5.07,4.63
1211,Mc Alester,KMLC,34.88240051,-95.78350067,Mc Alester Regional Airport,Oklahoma,3.89,3.05
1212,Milford,KMLF,38.42660141,-113.012001,Milford Municipal-Ben and Judy Briscoe Field,Utah,4.99,3.85
1213,Moline,KMLI,41.4485015869,-90.5074996948,Quad City International Airport,Illinois,3.99,2.99
1214,Milledgeville,KMLJ,33.15420151,-83.24069977,Baldwin County Airport,Georgia,5.50,5.30
1215,Miles City,KMLS,46.4280014038,-105.8860015869,Frank Wiley Field,Montana,4.90,4.60
1216,Millinocket,KMLT,45.6478004456,-68.6856002808,Millinocket Municipal Airport,Maine,N/A,3.90
1217,Monroe,KMLU,32.5108985901,-92.0376968384,Monroe Regional Airport,Louisiana,4.25,4.70
1218,Mammoth Lakes,KMMH,37.62409973,-118.8379974,Mammoth Yosemite Airport,California,5.50,4.99
1219,Athens,KMMI,35.39730072,-84.56259918,McMinn County Airport,Tennessee,N/A,3.95
1220,Marshall,KMML,44.45050049,-95.82189941,Southwest Minnesota Regional-Marshall-Ryan Field,Minnesota,4.15,3.04
1221,Morristown,KMMU,40.7994003296,-74.4149017334,Morristown Municipal Airport,New-Jersey,5.99,3.89
1222,Mc Minnville,KMMV,45.19440079,-123.1360016,Mc Minnville Municipal Airport,Oregon,4.99,3.99
1223,Minden,KMNE,32.6460278,-93.2980833,Minden Airport,Luisiana,3.35,2.89
1224,Manning,KMNI,33.5871009827,-80.2087020874,Santee Cooper Regional Airport,South-Carolina,3.51,3.55
1225,Menominee,KMNM,45.126701355,-87.6383972168,Menominee Marinette Twin County Airport,Michigan,4.65,4.70
1226,Marion,KMNN,40.6161994934,-83.0634994507,Marion Municipal Airport,Ohio,4.97,4.40
1227,Madisonville,KMNV,35.5453987122,-84.3802032471,Monroe County Airport,Tennessee,3.24,3.20
1228,Brookfield,KMO8,39.7700004578,-93.0127029419,North Central Missouri Regional Airport,Missouri,3.59,3.05
1229,Mobile,KMOB,30.6912002563,-88.2427978516,Mobile Regional Airport,Alabama,6.18,5.41
1230,Modesto,KMOD,37.62580109,-120.9540024,Modesto City Co-Harry Sham Field,California,3.45,3.99
1231,Mount Pleasant,KMOP,43.6217002869,-84.7375030518,Mount Pleasant Municipal Airport,Michigan,4.62,N/A
1232,Morristown,KMOR,36.1794013977,-83.37550354,Moore Murrell Airport,Tennessee,4.91,4.18
1233,Minot,KMOT,48.2593994141,-101.2799987793,Minot International Airport,North-Dakota,4.96,4.80
1234,Morris,KMOX,45.56600189,-95.96720123,Morris Municipal - Charlie Schmidt Airport,Minnesota,4.50,4.50
1235,Philadelphia,KMPE,32.79940033,-89.12599945,Philadelphia Municipal Airport,Mississippi,4.85,3.80
1236,Mariposa,KMPI,37.5108985901,-120.040000916,Mariposa Yosemite Airport,California,3.35,N/A
1237,Mount Pocono,KMPO,41.13750076,-75.37889862,Pocono Mountains Municipal Airport,Pennsylvania,5.02,4.05
1238,Barre/Montpelier,KMPV,44.20349884,-72.56230164,Edward F Knapp State Airport,Vermont,5.50,4.98
1239,Mount Pleasant,KMPZ,40.94660187,-91.51110077,Mount Pleasant Municipal Airport,Iowa,5.35,4.10
1240,Macomb,KMQB,40.5200996399,-90.6523971558,Macomb Municipal Airport,Illinois,4.91,2.66
1241,Manteo,KMQI,35.91899872,-75.69550323,Dare County Regional Airport,North-Carolina,3.80,3.40
1242,Indianapolis,KMQJ,39.84349823,-85.89710236,Mount Comfort Airport,Indiana,4.55,4.29
1243,Coatesville,KMQS,39.97900009,-75.8655014,Chester County G O Carlson Airport,Pennsylvania,4.89,3.78
1244,Mc Rae,KMQW,32.0957984924,-82.8799972534,Telfair Wheeler Airport,Georgia,3.55,3.40
1245,Smyrna,KMQY,36.0089988708,-86.5201034546,Smyrna Airport,Delaware,4.10,3.49
1246,Martinsburg,KMRB,39.40190125,-77.98459625,Eastern Wv Regional Shepherd Field,West-Virginia,5.25,5.05
1247,Columbia/Mount Pleasant,KMRC,35.5541000366,-87.1789016724,Maury County Airport,Tennessee,4.18,3.24
1248,Marfa,KMRF,30.371099472,-104.0179977417,Marfa Municipal Airport,Texas,N/A,4.98
1249,Beaufort,KMRH,34.73360062,-76.66059875,Michael J. Smith Field,North-Carolina,4.45,4.28
1250,Morganton,KMRN,35.8202018738,-81.6113967896,Foothills Regional Airport,North-Carolina,4.35,4.80
1251,Monterey,KMRY,36.5870018005,-121.8430023193,Monterey Peninsula Airport,California,3.99,3.88
1252,Muscle Shoals,KMSL,34.74530029,-87.61019897,Northwest Alabama Regional Airport,Alabama,3.75,3.95
1253,Madison,KMSN,43.1399002075,-89.3375015259,Dane County Regional Truax Field,Wisconsin,4.39,3.99
1254,Missoula,KMSO,46.91630173,-114.0910034,Missoula International Airport,Montana,4.40,3.80
1255,Minneapolis,KMSP,44.8819999695,-93.2218017578,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minnesota,4.14,5.39
1256,Massena,KMSS,44.935798645,-74.8455963135,Massena International Richards Field,New-York,4.50,3.65
1257,Monticello,KMSV,41.70159912,-74.79499817,Sullivan County International Airport,New-York,N/A,5.00
1258,New Orleans,KMSY,29.9934005737,-90.2580032349,Louis Armstrong New Orleans International Airport,Louisiana,5.64,4.45
1259,Montrose,KMTJ,38.5097999573,-107.893997192,Montrose Regional Airport,Colorado,4.81,6.29
1260,Baltimore,KMTN,39.32569885,-76.4138031,Martin State Airport,Maryland,3.69,3.74
1261,Mattoon/Charleston,KMTO,39.47790146,-88.27919769,Coles County Memorial Airport,Illinois,4.79,4.69
1262,Martinsville,KMTV,36.6306991577,-80.0183029175,Blue Ridge Airport,Virginia,4.19,3.95
1263,Muscatine,KMUT,41.3678016663,-91.1482009888,Muscatine Municipal Airport,Iowa,3.90,4.00
1264,Monroeville,KMVC,31.4580001831,-87.3509979248,Monroe County Airport,Alabama,N/A,3.62
1265,Morrisville,KMVL,44.5345993042,-72.6139984131,Morrisville Stowe State Airport,Vermont,4.38,N/A
1266,Mount Vernon,KMVN,38.3233985901,-88.8588027954,Mount Vernon Airport,Illinois,4.94,2.39
1267,Martha's Vineyard,KMVY,41.3931007385,-70.6143035889,Martha's Vineyard Airport,Massachusetts,5.74,4.46
1268,Marion,KMWA,37.75500107,-89.01110077,Williamson County Regional Airport,Illinois,4.61,3.48
1269,Milwaukee,KMWC,43.1104011536,-88.0344009399,Lawrence J Timmerman Airport,Wisconsin,4.99,4.35
1270,Mount Airy,KMWK,36.45970154,-80.5530014,Mount Airy Surry County Airport,North-Carolina,3.98,3.98
1271,Mineral Wells,KMWL,32.7816009521,-98.0602035522,Mineral Wells Airport,Texas,3.39,3.49
1272,Windom,KMWM,43.9133987427,-95.1093978882,Windom Municipal Airport,Minnesota,4.50,3.45
1273,Middletown,KMWO,39.53099823,-84.39530182,Middletown Regional-Hook Field Municipal Airport,Ohio,4.40,3.50
1274,San Diego,KMYF,32.815700531,-117.1399993896,Montgomery Field,California,4.69,3.59
1275,Mc Call,KMYL,44.88970184,-116.1009979,Mc Call Municipal Airport,Idaho,5.35,5.49
1276,Myrtle Beach,KMYR,33.6796989441,-78.9282989502,Myrtle Beach International Airport,South-Carolina,4.01,3.79
1277,Marysville,KMYV,39.09780121,-121.5699997,Yuba County Airport,California,4.39,4.99
1278,Marana,KMZJ,32.5106010437,-111.3280029297,Pinal Airpark,Arizona,5.35,5.20
1279,Marion,KMZZ,40.4898986816,-85.6797027588,Marion Municipal Airport,Indiana,4.25,3.00
1280,Cortland,KN03,42.59260178,-76.21489716,Cortland County Chase Field,New-York,4.35,N/A
1281,Lumberton,KN14,39.934299469,-74.8072967529,Flying W Airport,New-Jersey,5.15,5.25
1282,Sidney,KN23,42.3026008606,-75.4160003662,Sidney Municipal Airport,New-York,3.94,4.65
1283,Towanda,KN27,41.7400016785,-76.4470977783,Bradford County Airport,Pennsylvania,3.70,2.75
1284,Wellsboro,KN38,41.72790146,-77.39649963,Wellsboro Johnston Airport,Pennsylvania,4.90,3.75
1285,Pottstown,KN47,40.2602996826,-75.6707992554,Pottstown Municipal Airport,Pennsylvania,4.99,4.35
1286,Readington,KN51,40.5836982727,-74.7361984253,Solberg Hunterdon Airport,New-Jersey,4.99,4.89
1287,Oneonta,KN66,42.52470016,-75.06439972,Oneonta Municipal Airport,New-York,4.90,4.95
1288,Shamokin,KN79,40.8368988037,-76.5524978638,Northumberland County Airport,Pennsylvania,3.60,3.15
1289,Hammonton,KN81,39.66749954,-74.75769806,Hammonton Municipal Airport,New-Jersey,5.80,5.80
1290,Carlisle,KN94,40.1879005432,-77.1743011475,Carlisle Airport,Pennsylvania,4.42,4.26
1291,Bellefonte,KN96,40.8855018616,-77.8162994385,Bellefonte Airport,Pennsylvania,5.40,4.99
1292,New Orleans,KNEW,30.0424003601,-90.0282974243,Lakefront Airport,Louisiana,5.64,4.45
1293,Millington,KNQA,35.3567008972,-89.870300293,Millington Regional Jetport Airport,Tennessee,3.00,2.30
1294,Norton,KNRN,39.8503990173,-99.8946990967,Norton Municipal Airport,Kansas,4.50,3.60
1295,Nevada,KNVD,37.8521003723,-94.304901123,Nevada Municipal Airport,Missouri,3.50,3.00
1296,Yuma,KNYL,32.65660095,-114.6060028,Yuma MCAS/Yuma International Airport,Arizona,3.16,3.31
1297,Chester,KO05,40.2823982239,-121.2409973145,Rogers Field,California,4.73,4.03
1298,Columbia,KO22,38.0303993225,-120.4150009155,Columbia Airport,California,3.09,3.95
1299,Lone Pine,KO26,36.5882987976,-118.0520019531,Lone Pine Airport,California,4.43,N/A
1300,Reedley,KO32,36.6663017273,-119.4499969482,Reedley Municipal Airport,California,4.50,4.90
1301,Woodland,KO41,38.6739006042,-121.8720016479,Watts Woodland Airport,California,4.70,3.61
1302,Weed,KO46,41.474899292,-122.4530029297,Weed Airport,California,5.29,4.69
1303,Jacksonville,KOAJ,34.8292007446,-77.6120986938,Albert J Ellis Airport,North-Carolina,3.99,5.05
1304,Oakland,KOAK,37.7212982178,-122.2210006714,Metropolitan Oakland International Airport,California,6.49,4.33
1305,Marina,KOAR,36.68190002,-121.762001,Marina Municipal Airport,California,3.48,3.50
1306,Okeechobee,KOBE,27.2628002167,-80.8498001099,Okeechobee County Airport,Florida,5.20,5.49
1307,Ocala,KOCF,29.17259979,-82.22419739,Ocala International Jim Taylor Field,Florida,4.27,5.32
1308,Nacogdoches,KOCH,31.57799911,-94.70950317,A L Mangham Jr. Regional Airport,Texas,3.69,3.29
1309,Washington,KOCW,35.5704994202,-77.0497970581,Warren Field,Georgia,4.20,3.96
1310,Odessa,KODO,31.9206008911,-102.3870010376,Odessa Schlemeyer Field,Texas,3.53,3.77
1311,Coldwater,KOEB,41.9333992,-85.05259705,Branch County Memorial Airport,Michigan,4.70,4.25
1312,Oakley,KOEL,39.1099014282,-100.8160018921,Oakley Municipal Airport,Kansas,4.69,3.79
1313,Osceola,KOEO,45.3100013733,-92.6919021606,L O Simenstad Municipal Airport,Wisconsin,3.65,3.50
1314,Norfolk,KOFK,41.9855003357,-97.4350967407,Karl Stefan Memorial Airport,Nebraska,3.38,2.92
1315,Richmond/Ashland,KOFP,37.70899963,-77.43669891,Hanover County Municipal Airport,Virginia,4.55,3.55
1316,Ogallala,KOGA,41.11949921,-101.7699966,Searle Field,Nebraska,4.29,2.27
1317,Orangeburg,KOGB,33.4567985535,-80.8594970703,Orangeburg Municipal Airport,South-Carolina,4.19,4.09
1318,Ogden,KOGD,41.1958999634,-112.0120010376,Ogden Hinckley Airport,Utah,3.95,3.30
1319,Ogdensburg,KOGS,44.6819000244,-75.4654998779,Ogdensburg International Airport,New-York,4.39,3.99
1320,Norwich,KOIC,42.5666007996,-75.5241012573,Lt Warren Eaton Airport,New-York,4.69,4.65
1321,Weatherford,KOJA,35.5447998047,-98.6685028076,Thomas P Stafford Airport,Oklahoma,3.99,2.99
1322,Olathe,KOJC,38.84759903,-94.73760223,Johnson County Executive Airport,Kansas,5.25,4.50
1323,Oceanside,KOKB,33.217300415,-117.3539962769,Oceanside Municipal Airport,California,3.80,N/A
1324,Oklahoma City,KOKC,35.3931007385,-97.6007003784,Will Rogers World Airport,Oklahoma,6.00,5.69
1325,Kokomo,KOKK,40.5281982422,-86.0589981079,Kokomo Municipal Airport,Indiana,4.41,2.18
